Event ID#,Year,Month,Day,State,City,LAT,LONG,Summary,Successful,Suicide,Attack Type,Attack Type Text,Target Type,Target Type Text,Target,ORGNAME,Motive,Unaffiliated Individual,Claim,Weapon Type,Weapon Type Text,Weapon Sub-Type,Weapon Sub-Type Text, Number Killed,Number Wounded,Number Attackers Killed,Number Atackers Wounded,Property Damage,Property Damage Extent,Damage Extent Text,Kidnapping,Number Hostages,Ransom Demand,Hostage/Kidnapping Outcome
197805220005,1978,5,22,New York,New York City,40.697132,-73.931351,"05/22/1978: A small fire in the trashcan of the men's restroom at LaGuardia Airport in Queens, New York in the United States, caused minor damage and no casualties. The fire was caused by a small incendiary device that was detonated by a timer, composed of a watch and batteries. The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International. This incident is linked to three other bombings on this day, one at John F. Kennedy Airport in Queens, New York, one at Newark Airport in New Jersey, and one outside of the Department of Justice in Washington, D.C. (197805220004, 197805220006,197805220007), all of which were also claimed by FALN members in the phone call.",1,0,3,Bombing/Explosion,6,Airports & Aircraft,LaGuardia airport,Fuerzas Armadas de Liberacion Nacional (FALN),"The specific motive is unknown; however, FALN had been responsible for many bombings during this time in conjunction with requests to end ""Yankee imperialism"" in the Caribbean and the release of imprisoned Puerto Rican nationalists.",0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197805220006,1978,5,22,New Jersey,Newark,40.689531,-74.174462,"05/22/1978: An incendiary device, detonated by a timer, composed of a watch face and a nine-volt battery exploded behind a toy on a heavy glass shelf the Century Shop, a gift shop at Terminal A near the Trans World Airline desks in the Newark airport in New Jersey, United States. The explosion caused minor damage to the shelf and the adjoining wall, as well as destroyed merchandise, but there were no casualities from the incident. The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International. This incident is linked to three other bombings on this day, one each at John F. Kennedy airport and LaGuardia airport in Queens, New York, and one outside of the Department of Justice in Washington, D.C. (197805220004, 197805220005,197805220007), all of which were also claimed by FALN members in the phone call.",1,0,3,Bombing/Explosion,6,Airports & Aircraft,Newark airport,Fuerzas Armadas de Liberacion Nacional (FALN),"The specific motive is unknown; however, FALN had been responsible for many bombings during this time in conjunction with requests to end ""Yankee imperialism"" in the Caribbean and the release of imprisoned Puerto Rican nationalists.",0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197805220007,1978,5,22,District of Columbia,Washington,38.908642,-77.015381,"05/22/1978: A pipe bomb, detonated by a timing device, exploded in the shrubbery outside of the east entrance to the Department of Justice headquarters on Constitution Avenue, between Ninth and 10th Streets in Washington, D.C. in the United States. No damage and no casualties resulted from the explosion. The blast was claimed by members of the Armed Forces for National Liberation (FALN) by way of a telephone call to the United Press International. This incident is linked to three other bombings on this day, one each at John F. Kennedy airport and LaGuardia airport in Queens, New York, and one at Newark airport in New Jersey (197805220004, 197805220005,197805220006), all of which were claimed by FALN members in the phone call.",1,0,3,Bombing/Explosion,2,Government (General),Department of Justice headquarters,Fuerzas Armadas de Liberacion Nacional (FALN),"The specific motive is unknown; however, FALN had been responsible for many bombings during this time in conjunction with requests to end ""Yankee imperialism"" in the Caribbean and the release of imprisoned Puerto Rican nationalists.",0,1,6,Explosives,14,Time Fuse,0,0,0,0,0,,,,,,
197805260002,1978,5,26,Illinois,Chicago,41.842602,-87.681229,,1,0,3,Bombing/Explosion,8,Educational Institution,Professor,Anti-Technology extremists,,1,,6,Explosives,9,Letter Bomb,0,1,0,0,1,,,0,,0,
197806070004,1978,6,7,Illinois,Chicago,41.842602,-87.681229,"6/7/1978: Unknown perpetrators placed a bomb in front of the Nazi Party of America headquarters in Chicago, Illinois in the United States. The bomb was discovered and subsequently removed.",0,0,3,Bombing/Explosion,14,Private Citizens & Property,Chicago headquarters of the Nazi Party of America,Unknown,"To protest the planned March by the Nazi Part of America in Skokie, Illinois, a predominantly Jewish suburb.",0,0,6,Explosives,28,Dynamite/TNT,0,0,0,0,0,,,0,,0,
197806150007,1978,6,15,Iowa,West Des Moines,41.59066,-93.736211,,1,0,3,Bombing/Explosion,5,Abortion Related,,Anti-Abortion extremists,,0,,6,Explosives,16,Unknown Explosive Type,,,,,1,,,0,,0,
197806150008,1978,6,15,California,Beverly Hills,34.081074,-118.394081,"6/15/1978: One member of the Jewish Defense League (JDL) was convicted of bombing the Doheny Plaza theatre in Beverly Hills, California, United States. There were no casualties but the building sustained an estimated $1,000 in damages. The theatre was schedule to show Vanessa Redgrave's controversial film, ""The Palestinian"" which the JDL deemed to be anti-Israel.",1,0,3,Bombing/Explosion,1,Business,"Doheny Plaza theatre, Beverly Hills",Jewish Defense League (JDL),"Protest the showing of Vanessa Redgrave's film ""The Palestinian""",0,0,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197806240002,1978,6,24,Illinois,Schaumburg,42.046605,-88.037002,"06/24/1978: In a series of three related incidents, the Armed Forces for National Liberation (FALN) claimed responsibility for bombing the J.C. Penny Department Store at the Woodfield Shopping Center in Schaumburg, Illinois (a suburb of Chicago) in the United States. There were no casualties but the store was damaged.",1,0,3,Bombing/Explosion,1,Business,"store in Schaumberg, Illinois",Fuerzas Armadas de Liberacion Nacional (FALN),To promote Puerto Rican independence from the United States.,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197806240003,1978,6,24,Illinois,Schaumburg,42.046605,-88.037002,"06/24/1978: In a series of three related incidents, the Armed Forces for National Liberation (FALN) claimed responsibility for bombing the Marshall Field's Department Store at the Woodfield Shopping Center in Schaumburg, Illinois (a suburb of Chicago) in the United States. Ron Kravitz, a security guard attempting to remove one of the incendiary devices, was injured and the store was damaged.",1,0,3,Bombing/Explosion,1,Business,"store in Schaumberg, Illinois",Fuerzas Armadas de Liberacion Nacional (FALN),To promote Puerto Rican independence from the United States,0,1,6,Explosives,14,Time Fuse,0,1,0,0,1,3,Minor (likely < $1 million),,,,
197806240004,1978,6,24,Illinois,Schaumburg,42.046605,-88.037002,"06/24/1978: In a series of three related incidents, the Armed Forces for National Liberation (FALN) claimed responsibility for bombing the Sears Department tore at the Woodfield Shopping Center in Schaumburg, Illinois (a suburb of Chicago) in the United States. There were no casualties but the store was damaged.",1,0,3,Bombing/Explosion,1,Business,"store in Schaumberg, Illinois",Fuerzas Armadas de Liberacion Nacional (FALN),To promote Puerto Rican independence from the United States,0,1,6,Explosives,14,Time Fuse,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197807010004,1978,7,1,California,San Francisco,37.755363,-122.443352,,1,0,3,Bombing/Explosion,2,Government (General),Van belonging to California Senator Milton Marks,Unknown,,0,,6,Explosives,31,Pipe Bomb,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197807030006,1978,7,3,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),Chilean consulate,Unknown,,0,,5,Firearms,3,Handgun,0,0,,,1,3,Minor (likely < $1 million),1,2,0,
197807050002,1978,7,5,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,2,Armed Assault,3,Police,University police post,Fuerzas Armadas de Liberacion Nacional (FALN),,0,,5,Firearms,3,Handgun,,,,,1,3,Minor (likely < $1 million),0,,0,
197807100002,1978,7,10,New York,New York City,40.697132,-73.931351,,1,0,7,Facility/Infrastructure Attack,18,Tourists,Soviet Tourist Office,Jewish Armed Resistance,,0,,8,Incendiary,,,0,0,,,1,,,0,,0,
197807120006,1978,7,12,New York,New York City,40.697132,-73.931351,"07/12/1978: A bomb, planted by the Armed Forces for National Liberation (FALN), exploded at Macy's Department store at Herald Square in Manhattan, New York, United States. There were no casualties from the incident, and the explosion  caused minor damage. This incident is linked to the bombing at Korvettes department store in Manhattan on the same day (197807120007).",1,0,3,Bombing/Explosion,1,Business,store,Fuerzas Armadas de Liberacion Nacional (FALN),Unknown,0,1,6,Explosives,28,Dynamite/TNT,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197807120007,1978,7,12,New York,New York City,40.697132,-73.931351,"07/12/1978: A bomb, planted by the Armed Forces for National Liberation (FALN), exploded at Korvettes Department store at Herald Square in Manhattan, New York, United States. There were no casualties from the incident, and the explosion  caused minor damage. This bombing is linked to the explosion at Macy's Department store in Manhattan on the same day (197807120006).",1,0,3,Bombing/Explosion,1,Business,store,Fuerzas Armadas de Liberacion Nacional (FALN),Unknown,0,1,6,Explosives,28,Dynamite/TNT,0,0,0,0,1,3,Minor (likely < $1 million),,,,
197807260001,1978,7,26,Puerto Rico,San Juan,18.386932,-66.061127,,0,0,7,Facility/Infrastructure Attack,16,Telecommunication,Communications Facility,Revolutionary Commandos of the People (CRP),,0,,8,Incendiary,,,2,0,2,,1,,,0,,0,
197807290002,1978,7,29,Tennessee,Chattanooga,35.04644,-85.309464,"7/29/1978: Joseph Paul Franklin shot William Bryant Tatum, an African American, and his White girlfriend Nancy Hilton in the parking lot of a Pizza Hut in Chattanooga, Tennessee in the United States. Tatum died from his injuries while Hilton survived.",1,0,2,Armed Assault,14,Private Citizens & Property,Interracial couple,White supremacists/nationalists,"Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",1,0,5,Firearms,4,Rifle/Shotgun (non-automatic),1,1,0,0,0,,,0,,0,
197808010002,1978,8,1,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,2,Government (General),Federal Building,Revolutionary Commandos of the People (CRP),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197808140002,1978,8,14,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,19,Transportation,Grand Central Station,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197808140003,1978,8,14,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,7,Government (Diplomatic),United Nations Building,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,0,,,0,,0,
197808170005,1978,8,17,Illinois,Chicago,41.842602,-87.681229,,1,0,5,Hostage Taking (Barricade Incident),7,Government (Diplomatic),FRG Consulate,Croatian Nationalists,,0,,5,Firearms,3,Handgun,0,0,,,1,4,Unknown,1,6,0,
197808180004,1978,8,18,California,Los Angeles,34.097866,-118.407379,"8/18/1978: The Jewish Defense League claimed responsibility for ignited a fire in the Democratic Party headquarters in Los Angeles, California, United States. There were no casualties but the office sustained an estimated $17,000 in damages.",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Democratic Party headquarters in Los Angeles,Jewish Defense League (JDL),,0,1,8,Incendiary,20,Gasoline or Alcohol,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197808240005,1978,8,24,Puerto Rico,Naguabo,18.21159,-65.735014,"8/24/1978: Julio Rodriguez Rivera, a Puerto Rican police officer was shot and killed by members of the Macheteros as he was patrolling a beach in Naguabo, Puerto Rico. According to a communiqué released by the Macheteros, the group was only trying to steal the weapon, badge, and car of Rivera and did not open fire until after he resisted. It is suspected that this incident was in retaliation for the killing of two Puerto Rican Independinistas at Cerro Maravilla by Puerto Rican police one month earlier.",1,0,2,Armed Assault,3,Police,Puerto Rican police officer in Naguabo,Macheteros,"To retaliate for the Cerro Maravilla incident where Carlos Soto Arrivi and Arnaldo Dario Rosado, two Puerto Rican independenistas, were killed by the police.",0,1,5,Firearms,5,Unknown Gun Type,1,0,0,0,-9,4,Unknown,0,,0,
197809040004,1978,9,4,Puerto Rico,San Juan,18.386932,-66.061127,"9/4/1978: Suspected members of the People's Revolutionary Commandos (CRP), armed with guns, broke into the United Press International office in San Juan, Puerto Rico. They tied up Jaime Miranda, a teletype operator at UPI, and sprayed graffiti on the wall calling for the release of Nydia Cuevas and Pablo Marcano. Marcano and Cuevas were imprisoned for kidnapping the Chilean Consul to Puerto Rico. When the three perpetrators left the office, Miranda was able to easily escape.",1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,"United Press International office, San Juan Puerto Rico",Revolutionary Commandos of the People (CRP),To free Nydia Cuevas and Pablo Marcano,0,0,5,Firearms,5,Unknown Gun Type,0,0,0,0,1,3,Minor (likely < $1 million),1,1,0,3
197809280007,1978,9,28,New York,Greenburgh,41.039559,-73.87149,"09/28/1978: Anthony Cikoja, a Yugoslavian immigrant, was shot and killed by three bullets from a car waiting outside his home on Sprain Valley Road, in Greenburgh, New York, a suburb of New York City near Scarsdale in the United States. Cikoja was on his way to his own car, when he collapsed on the front stoop. Croatian nationalists are suspected to be responsible for the incident because Cikoja had received a threat letter , three months prior to his murder, from a group calling itself the ""Croatian Nationalist Army"", demanding that he pay $5,000 by August towards the group's cause for independence, or otherwise he would be killed. He refused to pay the money. At least fifteen other Yugoslav immigrants in the metropolitan area had received similar letters.",1,0,1,Assassination,14,Private Citizens & Property,"Anthony Cikoja, Yugoslav immigrant",Otpor,"The victim was sent a letter, months prior to the incident, demanding he give money towards the Croatian independence cause.",0,-9,5,Firearms,3,Handgun,1,0,0,0,0,,,,,,
197810020007,1978,10,2,Puerto Rico,Manati,18.431705,-66.486377,"10/2/1978: In a joint operation, the Macheteros and the Organization of Volunteers for the Puerto Rican Revolution, stole explosives from the public works warehouse in Manati, Puerto Rico.",1,0,7,Facility/Infrastructure Attack,2,Government (General),"Public works warehouse, Manati, Puerto Rico",Macheteros,To steal arms to use in the Macheteros' revolutionary struggle to force the United States out of Puerto Rico.,0,1,13,Unknown,,,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197810030004,1978,10,3,Puerto Rico,Humacao,18.149731,-65.827379,,0,0,3,Bombing/Explosion,1,Business,Beauty School,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810040004,1978,10,4,Illinois,Chicago,41.842602,-87.681229,"10/04/1978: The Danmarie Cabinet Company, a shop owned by Daniel Nikolic, an American of Croatian descent, was damaged by a firebomb in Chicago, Illinois, United States, by suspected Croatian nationalists after Nikolic refused to contribute to Croatian nationalist funds. Nikolic claimed he also received a letter similar to that of Anthony Cikoja, who was assassinated a week earlier for the same reasons (197809280007). Nikolic said the letter was written in Croatian dialect, demanding money. It is unknown whether there were any injuries or fatalities as a result of the bombing.",1,0,7,Facility/Infrastructure Attack,1,Business,"shop of Daniel Nikolic, an American of Croatian descent",Otpor,"Nikolic was sent a letter demanding he contribute money to the Croatian nationalist cause, similar to the assassination case of Anthony Cikoja.",0,-9,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,1,3,Minor (likely < $1 million),,,,
197810050005,1978,10,5,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,1,Business,Madison Square Garden,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,0,0,0,,,0,,0,
197810060003,1978,10,6,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Excursiones Girasol (Travel Agency),Omega-7,,0,,6,Explosives,28,Dynamite/TNT,0,0,,,1,,,0,,0,
197810060004,1978,10,6,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Public Record Service (Commercial),Omega-7,,0,,6,Explosives,28,Dynamite/TNT,0,0,,,1,,,0,,0,
197810060005,1978,10,6,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Viajes Antillas (Travel agency),Omega-7,,0,,6,Explosives,28,Dynamite/TNT,0,0,,,1,,,0,,0,
197810120003,1978,10,12,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,2,Government (General),Federal Building,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810120004,1978,10,12,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Travel Agency selling tickets to Havara,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810120005,1978,10,12,New York,New York City,40.697132,-73.931351,"10/12/1978: Four members of the May 19 Communist Order robbed a Chase Manhattan Bank branch in Manhattan, New York, United States. $8,380 were stolen. No casualties resulted from this incident.",1,0,5,Hostage Taking (Barricade Incident),1,Business,Chase Manhattan Bank on Ninth Avenue near Thirteenth Street in Lower Manhattan,May 19 Communist Order,"The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",0,0,5,Firearms,3,Handgun,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197810130003,1978,10,13,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Private Business,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810130004,1978,10,13,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,1,Business,Federal Savings Bank,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810210002,1978,10,21,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,10,Journalists & Media,"El Diario, (New York newspaper in Spain)",Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,,,0,,0,
197810270006,1978,10,27,Massachusetts,Wakefield,42.5064,-71.072399,,1,0,3,Bombing/Explosion,1,Business,"Office, Mobil Oil",United Freedom Front (UFF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197810270007,1978,10,27,Massachusetts,Waltham,42.37644,-71.235324,,1,0,3,Bombing/Explosion,1,Business,"Office, Mobil Oil",United Freedom Front (UFF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197811090006,1978,11,9,New York,Dobbs Ferry,41.01519,-73.874889,,1,0,2,Armed Assault,7,Government (Diplomatic),"Car, Egyptian U.N. Official",New Jewish Defense League,,0,,8,Incendiary,,,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197811220002,1978,11,22,California,Glendale,34.14633,-118.248364,"11/22/1978: Krizan Brkic, an American of Croatian descent who was a tool and dye manufacturer, was murdered outside his home in Glendale, California, United States, by two bullets from a .32 caliber automatic firearm. Brkic was an active member of political groups in Glendale, and had received an extortion letter in June of 1978 demanding that he contribute money to the Croatian nationalists, similar to the case of Anthony Cikoja (197809280007) in September and the bombing of a shop of a Croatian-American in Chicago in October (197810040004).",1,0,1,Assassination,14,Private Citizens & Property,"Krizan Brkic, and American tool and dye manufacturer of Croatian descent",Otpor,"Brkic was sent a letter demanding he contribute money to the Croatian nationalist cause, similar to the assassination case of Anthony Cikoja and the bombing of the shop of an American of Croatian descent.",0,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,1,0,0,0,0,,,,,,
197811290003,1978,11,29,Delaware,Delaware City,39.573475,-75.594124,"11/29/1978: An unknown perpetrator, stationed in a car on the Reedy Point Bridge in Delaware City, Delaware, United States, fired on the Andrian Goncharov, a Soviet freighter, with a sniper rifle as the ship crossed through the Chesapeake and Delaware Canal. There were no casualties but two bullets pierced the wall of the ship's radio room.",1,0,2,Armed Assault,19,Transportation,The Andrian Goncharov,Unknown,Unknown,0,0,5,Firearms,4,Rifle/Shotgun (non-automatic),0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197812060002,1978,12,6,New York,New York City,40.697132,-73.931351,,1,0,2,Armed Assault,7,Government (Diplomatic),Egyptian Diplomats Car,New Jewish Defense League,,0,,8,Incendiary,18,Arson/Fire,0,0,,,1,,,0,,0,
197812070002,1978,12,7,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,1,Assassination,3,Police,policeman,Macheteros,,0,,5,Firearms,5,Unknown Gun Type,1,0,,,0,,,0,,0,
197812120003,1978,12,12,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,7,Government (Diplomatic),"residence, egyptian diplomat",New Jewish Defense League,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197812150009,1978,12,15,Alabama,Cullman,34.174375,-86.843454,"12/15/1978: Black preacher, Manuel Whitfield of Columbus, Georgia, was abducted while hitchhiking on Interstate 65  in Cullman, Alabama, in the United States, by three white men in a van, who then dragged Whitfield into the woods and whipped and beat him, and then left him outside, a mile west of the highway. Whitfield survived and was treated for his wounds. The Ku Klux Klan claimed responsibility for the attack and stated that Whitfield had no business being in Alabama and that the beating will teach him to stay out; the motive was that Whitfield had denounced the rape conviction of black man Tommy Lee Hines, for raping a white woman. Earlier this day, Whitfield preached for three hours on the steps of the Cullman County courthouse, at which time he denounced the conviction, and was taunted by whites. Whitfield initially refused to press charges against the perpetrators, but then later agreed to testify before a Federal grand jury.",1,0,6,Hostage Taking (Kidnapping),15,Religious Figures/Institutions,"black preacher, Manuel Whitfield",Ku Klux Klan,"The Ku Klux Klan  stated that Whitfield had no business being in Alabama and that the beating will teach him to stay out; the motive was that Whitfield had denounced the rape conviction of black man Tommy Lee Hines, for raping a white woman.",0,1,9,Melee,24,Rope or Other Strangling Device,0,1,0,0,0,,,1,1,0,2
197812180007,1978,12,18,New York,New York City,40.697132,-73.931351,,0,0,3,Bombing/Explosion,7,Government (Diplomatic),egyptian tourist office,New Jewish Defense League,,0,,6,Explosives,15,Vehicle,0,0,,,1,,,0,,0,
197812190014,1978,12,19,New Jersey,Livingston,40.795495,-74.317414,"12/19/1978: Five members of the May 19 Communist Order robbed two Coin Depot Corporation armored cars leaving the Bamberger's Department Store in Livingston, New Jersey, United States. Two guards were temporarily held hostage during the incident and $200,000 was stolen. No casualties resulted from this incident.",1,0,2,Armed Assault,1,Business,"Bamberger's Department Store, Livingston New Jersey",May 19 Communist Order,"The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",0,0,5,Firearms,3,Handgun,0,0,0,0,1,3,Minor (likely < $1 million),1,2,0,
197812290003,1978,12,29,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,7,Government (Diplomatic),Cuban Mission to UN,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,0,0,1,3,Minor (likely < $1 million),0,,0,
197812290004,1978,12,29,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Lincoln center,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,,,0,,0,
197902030004,1979,2,3,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,2,Government (General),selective service office,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197902030005,1979,2,3,Puerto Rico,San Juan,18.386932,-66.061127,,1,0,3,Bombing/Explosion,2,Government (General),Post Office in Rio Piedras District,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197902100008,1979,2,10,Puerto Rico,Sabana Seca,18.426803,-66.184506,,0,0,2,Armed Assault,4,Military,Installation,ROSADO-SOTO Command,,0,,5,Firearms,5,Unknown Gun Type,0,0,,,1,4,Unknown,0,,0,
197902150014,1979,2,15,New York,Hempstead,40.70991,-73.622794,"2/15/1979: Peter Burkin, an unemployed drifter entered into the waiting room of the Bill Baird Clinic in Hempstead, New York, United States and ignited a fire using a bottle of gasoline and two foot torch. The person was injured in the incident and the abortion clinic was burnt down, resulting in over $100,000 in damages.",1,0,7,Facility/Infrastructure Attack,5,Abortion Related,"Bill Baird Clinic, Hempstead New York",Anti-Abortion extremists,To protest pro-abortion activist Bill Baird and to sabotage abortion facilities operating in New York.,0,0,8,Incendiary,20,Gasoline or Alcohol,0,1,0,0,1,3,Minor (likely < $1 million),0,,0,
197902260005,1979,2,26,Wisconsin,Milwaukee,43.064388,-87.966202,"02/26/1979: A bomb exploded outside of a parochial elementary school of the Sacred Heart Church in Milwaukee, Wisconsin, United States, injuring a police officer who was attempting to dismantle the device. The bomb was sent in a book, mailed to Reverend Timothy Majic, a Roman Catholic pastor of Sacred Heart Church, who also worked as an editor for the Morning Star, a Croatian-language newspaper published in Chicago. In the book, there were three batteries and what appeared to be dynamite in a hollowed out section. While disarming the device, detective George Timm lost part of his right index finger, and suffered cuts on his hand, face, and chest. Croatian nationalists are suspected to be responsible for the incident.",1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,"Reverend Timothy Majic, who for many years, wrote for a Croatian-language newspaper published in Chicago",Croatian Nationalists,"The specific motive is unknown; however, it is suspected that the reason for the bomb was because the intended target, Timothy Majic, had been writing for a Croatian-language newspaper.",0,0,6,Explosives,28,Dynamite/TNT,0,1,0,0,0,,,,,,
197902270004,1979,2,27,New York,Eastchester,40.95956,-73.809557,,1,0,3,Bombing/Explosion,1,Business,Mobil Oil Co Facility,United Freedom Front (UFF),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197903140002,1979,3,14,Puerto Rico,Carolina,18.380782,-65.957387,,1,0,3,Bombing/Explosion,4,Military,"U.S. Armed forces recruiting office, Domingo Caceres st.",Revolutionary Commandos of the People (CRP),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197903140003,1979,3,14,Puerto Rico,Caguas,18.238724,-66.035227,,1,0,3,Bombing/Explosion,4,Military,"U.S. armed forces recruiting office, Celis Aguilera st.",Revolutionary Commandos of the People (CRP),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,3,Minor (likely < $1 million),0,,0,
197903140004,1979,3,14,Puerto Rico,Caguas,18.238724,-66.035227,,0,0,3,Bombing/Explosion,4,Military,"U.S. armed forces recruiting office, Celis Aguilera st.",Revolutionary Commandos of the People (CRP),,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,0,,,0,,0,
197903250002,1979,3,25,New York,New York City,40.697132,-73.931351,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,TWA (Kennedy Airport),Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,4,,,1,4,Unknown,0,,0,
197903250003,1979,3,25,New Jersey,Union City,40.769142,-74.031174,,1,0,3,Bombing/Explosion,1,Business,Pharmaceutical firm,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197903250004,1979,3,25,New Jersey,Weehawken,40.766387,-74.025431,,1,0,3,Bombing/Explosion,12,NGO,Hqs of Cuban Refugee Program of NJ,Omega-7,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197903290002,1979,3,24,Florida,Miami,25.774591,-80.214195,,0,0,3,Bombing/Explosion,1,Business,Padron Cigar factory,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,0,,,0,,0,
197904030002,1979,4,3,Massachusetts,Boston,42.358635,-71.056699,,1,0,7,Facility/Infrastructure Attack,6,Airports & Aircraft,Logan International Airport,Unknown,,0,,8,Incendiary,,,0,0,,,1,4,Unknown,0,,0,
197904060005,1979,4,6,California,Rossmore,33.793365,-118.07812,,1,0,1,Assassination,14,Private Citizens & Property,home of Mario Forgiarini,Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
197904060006,1979,4,6,California,Cerritos,33.858448,-118.065204,,1,0,1,Assassination,14,Private Citizens & Property,"Home of Frank Striskovich, Croation community activist",Unknown,,0,,6,Explosives,16,Unknown Explosive Type,0,0,,,1,4,Unknown,0,,0,
